AssociationType	AssociationName	#of proteins	weighted_Sig	min_Sig	mean_Sig	median_Sig	std_Significance
MeSH	Murine hepatitis virus	15	0.0007422983148973152	2.72e-06	0.07594430800000002	0.00032900000000000003	0.24885391135174406
MeSH	Base Sequence	20	0.0007532227845473176	1.88e-05	0.112164975	0.0006885	0.29824466164961594
MeSH	Nucleocapsid	16	0.0008764302539838484	9.16e-08	0.130078236975	0.0011145	0.3291699443362226
MeSH	Genes, Viral	17	0.0008769659739755902	5.7499999999999995e-05	0.014748570588235295	0.0004940000000000001	0.03788769465519914
MeSH	RNA Viruses	19	0.0009258033879664523	3.8e-05	0.08270309473684212	0.000791	0.2421983058468313
MeSH	Animals	23	0.0012226248631537666	1.0300000000000001e-05	0.075263	0.004529999999999999	0.20394360502433234
MeSH	Gene Expression Regulation, Viral	18	0.0012581986966615074	0.000102	0.039440722222222224	0.0007830000000000001	0.10409925671033901
MeSH	Sequence Homology, Amino Acid	22	0.0013043660742229862	1.59e-05	0.018562304545454548	0.0032050000000000004	0.03447489567748046
MeSH	Phylogeny	18	0.0014344644725459365	0.000103	0.031197	0.0011519999999999998	0.06894633807856981
Traditional chinese medicine	ling mao xiang	8	0.013296759465224324	1.66e-05	0.05849105	0.000884	0.12415822835698406
Traditional chinese medicine	shou wu teng	2	0.22820581261091374	0.000376	0.011938	0.011938	0.011562000000000001
Traditional chinese medicine	hou tou jun	2	0.25611014687320327	0.00502	0.01611	0.01611	0.01109
Traditional chinese medicine	yuan can e	10	0.2637329300003206	0.00109	0.346319	0.017325	0.4439849655889262
Traditional chinese medicine	can sha	10	0.2637329300003206	0.00109	0.346319	0.017325	0.4439849655889262
Traditional chinese medicine	bi ma zi	5	0.2891109147068336	0.000849	0.38242980000000004	0.0147	0.4622113826293766
Traditional chinese medicine	man tuo luo ye	5	0.31761863600453644	0.00361	0.165002	0.128	0.18119640839707615
Traditional chinese medicine	zi hua man tuo luo	5	0.31761863600453644	0.00361	0.165002	0.128	0.18119640839707615
Traditional chinese medicine	man tuo luo zi	5	0.31761863600453644	0.00361	0.165002	0.128	0.18119640839707615
Traditional chinese medicine	ma ti da huang	3	0.39668203809140895	0.0046700000000000005	0.23655666666666667	0.17300000000000001	0.2199224403182985
Traditional chinese medicine	wu jing	7	0.3971644670387489	0.0111	0.3839	0.0538	0.4270370609543994
Traditional chinese medicine	yan jing she	6	0.4586648417406127	0.0236	0.39805	0.1512	0.42986276783023053
Traditional chinese medicine	huo ma ren	4	0.46166318972246867	0.0134	0.13087500000000002	0.09004999999999999	0.12576874363290746
Traditional chinese medicine	cha shu gen	9	0.5035048069706808	0.033	0.37026666666666663	0.18600000000000003	0.3466045970074065
Traditional chinese medicine	cao su	2	0.5210405647419154	0.03	0.03	0.03	0.0
Traditional chinese medicine	feng mi	7	0.5300450342915901	0.0271	0.31214285714285717	0.268	0.25940205890328877
Traditional chinese medicine	shui niu jiao	5	0.530213412792178	0.028999999999999998	0.59398	0.848	0.4392070600525451
Traditional chinese medicine	zhu ya zao	1	0.5632376844660146	0.0020800000000000003	0.0020800000000000003	0.0020800000000000003	0.0
Traditional chinese medicine	hong dou kou	3	0.5798991043960025	0.0482	0.39139999999999997	0.126	0.4315156853078074
Traditional chinese medicine	yu	4	0.6017231096136022	0.0211	0.511275	0.512	0.4887260755013999
